4.181971279267036046e+00 -1.713061392585507603e+00
4.181971279267036046e+00 -1.713061392585507603e+00
4.181971279267036046e+00 -1.713061392585507603e+00
4.181971279267036046e+00 -1.713061392585507603e+00
4.175897805065804214e+00 -1.711200180071077215e+00
4.175897805065804214e+00 -1.711200180071077215e+00
4.162263459779266483e+00 -1.705978103029126114e+00
4.148602641999812768e+00 -1.700016573678665655e+00
4.147845707311317298e+00 -1.698897021517866035e+00
4.144289749453681893e+00 -1.696947462160855791e+00
4.142079071306343785e+00 -1.696428547378576068e+00
4.139868393159006565e+00 -1.695909632596296346e+00
4.131145133789869028e+00 -1.696388643967466026e+00
4.127613340957937638e+00 -1.697271906716980583e+00
4.124081548126005359e+00 -1.698155169466495140e+00
4.115369664669970007e+00 -1.703040640000830219e+00
4.115369664669970007e+00 -1.703040640000830219e+00
4.109765395857186476e+00 -1.708059226140974385e+00
4.098924304725194645e+00 -1.720513450423126312e+00
4.098924304725194645e+00 -1.720513450423126312e+00
4.098924304725194645e+00 -1.720513450423126312e+00
4.094052288004907503e+00 -1.726503255903839573e+00
4.085324172856187097e+00 -1.736675767501973500e+00
4.072133696217271392e+00 -1.751026958079152651e+00
4.064400251720501345e+00 -1.758713666485617777e+00
4.057410746644762867e+00 -1.763427349168884106e+00
4.047749806562127795e+00 -1.768588951796061792e+00
4.028427926396856762e+00 -1.778912157050417164e+00
3.996283140311073456e+00 -1.800291072011060312e+00
3.996283140311073456e+00 -1.800291072011060312e+00
3.970448919757359363e+00 -1.820510722446193386e+00
3.970448919757359363e+00 -1.820510722446193386e+00
3.958205551319066817e+00 -1.830540883651553985e+00
3.949369060656894082e+00 -1.837779033667105377e+00
3.918998075240342160e+00 -1.870133804306226111e+00
3.918998075240342160e+00 -1.870133804306226111e+00
3.897126011507175747e+00 -1.911132058119788368e+00
3.888906212252249084e+00 -1.932344456237474972e+00
3.888906212252249084e+00 -1.932344456237474972e+00
3.883623195421518570e+00 -1.946777398867676867e+00
3.880042938920742479e+00 -1.957373155787024643e+00
3.874256844544080813e+00 -1.979428376460776962e+00
3.874256844544080813e+00 -1.979428376460776962e+00
3.868818447633221691e+00 -2.038807302285930323e+00
3.868818447633221691e+00 -2.038807302285930323e+00
3.869380239105967512e+00 -2.055452535373662126e+00
3.870048561972909251e+00 -2.087466546444164184e+00
3.870258277882066889e+00 -2.107196865082022530e+00
3.870858537591615800e+00 -2.123046403753286793e+00
3.868912559196955758e+00 -2.140354955503744883e+00
3.868912559196955758e+00 -2.140354955503744883e+00
3.864995230811997917e+00 -2.170628761601835155e+00
3.859778448016462082e+00 -2.198477239516691384e+00
3.859778448016462082e+00 -2.198477239516691384e+00
3.854249281308148589e+00 -2.226347084113920349e+00
3.851742907107789993e+00 -2.242487500512301946e+00
