3.882462639716281139e+00 1.775439532936650799e+00 1.222935745689272657e+00
3.869569759687077060e+00 1.704362744742214719e+00 1.226727933728303910e+00
3.855408169369061611e+00 1.626291720017728704e+00 1.230893288039830669e+00
3.847488064797532914e+00 1.635469308383116438e+00 1.229071124968214246e+00
3.841779358399479705e+00 1.647963654899209374e+00 1.227295793699429538e+00
3.840148709914370073e+00 1.651532569780844728e+00 1.226788683849640016e+00
3.854611571033247586e+00 1.812969648825715208e+00 1.224179015701979178e+00
3.862708507332770935e+00 1.906145271245655692e+00 1.224193179097703421e+00
3.864625933674942004e+00 1.940282833853238298e+00 1.225592405280870878e+00
3.866561519933745750e+00 1.974743712813259666e+00 1.227004883514600575e+00
3.868535976924056818e+00 2.009896640276621849e+00 1.228445727346572980e+00
3.871584831491606593e+00 2.032452258963245217e+00 1.229317619662516403e+00
3.879668918904645381e+00 2.006842289478962815e+00 1.227986756391671541e+00
3.887649851907339027e+00 1.981559107814516718e+00 1.226672875175687238e+00
3.895560699646851255e+00 1.956497952627482384e+00 1.225370531922842954e+00
3.901042277609035658e+00 1.922966088065233503e+00 1.224412182566325669e+00
3.897300591760328281e+00 1.859296497639383539e+00 1.224766882291858927e+00
3.893360608495939346e+00 1.792252621998431383e+00 1.225140379971512594e+00
3.889770517404230077e+00 1.731162611066727752e+00 1.225480709004027613e+00
3.887012044668937349e+00 1.674969274180389878e+00 1.225858371581838302e+00
3.889003139244889162e+00 1.661542017507168900e+00 1.226263473176512075e+00
3.891046915179648735e+00 1.647759495878096114e+00 1.226679293148262850e+00
3.892880852225863997e+00 1.635392055506612152e+00 1.227052419985594334e+00
3.895151779427531658e+00 1.620077703897572441e+00 1.227514455411682359e+00
3.914123303370524276e+00 1.492140274635587627e+00 1.231374339666058582e+00
3.945943145062418722e+00 1.414688336197636342e+00 1.234035501521705047e+00
4.003247447740898579e+00 1.249214093751664922e+00 1.238227130264912379e+00
4.026430235403908320e+00 1.029947435218137475e+00 1.237760593818584498e+00
4.156231234154418530e+00 8.966947981915720511e-01 1.244469869725988609e+00
4.220531910215320259e+00 8.204996171652290116e-01 1.244491323075859857e+00
4.260901065429293588e+00 7.652124172501562072e-01 1.242089119573425382e+00
4.299468629109401085e+00 7.123925702130478044e-01 1.239794121422939099e+00
4.337592666812408737e+00 6.564268831414286076e-01 1.237911251889398656e+00
4.359085666897850153e+00 5.851384984993797111e-01 1.240933652841035517e+00
4.380609950500019778e+00 5.137463521039884462e-01 1.243960452961255569e+00
4.402101910219162306e+00 4.424614181683446112e-01 1.246982707613908392e+00
4.424652667059887357e+00 3.752388707939724455e-01 1.249473521905276829e+00
4.450816778106926108e+00 3.359555560702114363e-01 1.248886399825019478e+00
4.482250209527474105e+00 2.887607793349662444e-01 1.248181034310706483e+00
4.530355034260837854e+00 2.165352423643178703e-01 1.247101563094693333e+00
4.559393512625361744e+00 1.729362955993445361e-01 1.246449940274631629e+00
4.594431734904417475e+00 1.125303514416184925e-01 1.246011596581555914e+00
4.613778706084740833e+00 1.160516577899795010e-02 1.248783950559134048e+00
4.636870321432931874e+00 -1.088542872560180896e-01 1.252092899079426669e+00
4.636787211652337426e+00 -1.822684225386952406e-01 1.257216526863480954e+00
4.625272778970137111e+00 -2.960464273950234038e-01 1.267656062669369366e+00
4.611720513718921666e+00 -4.178381495872662832e-01 1.273458972401690925e+00
4.595913735123017041e+00 -5.588799597813904896e-01 1.279686575942609483e+00
4.588928299705721692e+00 -6.212100829163222926e-01 1.282438719402813287e+00
4.564649543062179404e+00 -7.192370980561060279e-01 1.286185415199455839e+00
4.534991273493981012e+00 -8.212298401574495976e-01 1.289891282331960376e+00
4.505433099369158256e+00 -9.228783609373754082e-01 1.293584642314886235e+00
4.478625113817281900e+00 -1.019824440634786278e+00 1.296466556079057586e+00
4.463285175217892586e+00 -1.094401604637543546e+00 1.296236341722819763e+00
4.447725461212882259e+00 -1.170047236180929762e+00 1.296002829083920060e+00
4.432550199397515378e+00 -1.243823801964215381e+00 1.295775086116962349e+00
4.414310753015295852e+00 -1.319335774251952920e+00 1.295342927829107760e+00
4.382748825500598855e+00 -1.397348442511915589e+00 1.293961288903125117e+00
4.351927380024085856e+00 -1.473530836636359087e+00 1.292612064943164274e+00
4.320405183661817361e+00 -1.551445300082548551e+00 1.291232165267953036e+00
4.291289533495047159e+00 -1.621882412052633615e+00 1.290115014695180085e+00
4.267209375779344782e+00 -1.675831597016561147e+00 1.289634343752892320e+00
4.242972214722192881e+00 -1.730132532264178735e+00 1.289150538821825176e+00
4.190318556538839445e+00 -1.848097787222156896e+00 1.288099504032405918e+00
4.150566712125897340e+00 -1.937157818813755039e+00 1.287306006052150620e+00
4.119679023363077341e+00 -2.049427374772068156e+00 1.290391916758865776e+00
4.068441111312675496e+00 -2.243502579006630082e+00 1.296184713521864262e+00
3.964310741872472121e+00 -2.398195770436767571e+00 1.298363680398159081e+00
3.893952644494157234e+00 -2.502651776893285440e+00 1.299833307230711776e+00
3.805185808378888979e+00 -2.701485901416421420e+00 1.307215412248564190e+00
3.766675236494886114e+00 -2.794120807075782587e+00 1.310943484707076445e+00
3.760101630114539795e+00 -2.809933228888662704e+00 1.311579852325129192e+00
3.717257398866404827e+00 -2.909350498592577772e+00 1.315133870912143843e+00
3.664102560229753003e+00 -2.985276521097487201e+00 1.311815164041393533e+00
3.610528257802836372e+00 -3.061801702926299829e+00 1.308470268071052711e+00
3.555440268418992744e+00 -3.140489025265831291e+00 1.305030865496366044e+00
3.503527663337829168e+00 -3.214746417380986543e+00 1.301975798641895832e+00
3.452609435579470976e+00 -3.290069545472621648e+00 1.303356704566409618e+00
3.400939306879069868e+00 -3.366504957582439062e+00 1.304758002097450298e+00
3.350998202857793373e+00 -3.440382630487400561e+00 1.306112408357365862e+00
3.301419174512490784e+00 -3.514734009483587940e+00 1.307459005935930563e+00
3.255984484204138774e+00 -3.585601894777022292e+00 1.308698482709125255e+00
3.209814267506060581e+00 -3.657617035602818589e+00 1.309958024940452326e+00
3.164138714381413919e+00 -3.728860612648980943e+00 1.311204072548933564e+00
3.116623060069820372e+00 -3.791042356930786283e+00 1.311861157960263036e+00
3.057617816786298626e+00 -3.836191945690742955e+00 1.310959337007307379e+00
3.001797746135291156e+00 -3.878904306392905177e+00 1.310106197413141826e+00
2.947727255669523316e+00 -3.920277924612699305e+00 1.309279797952261237e+00
2.842877662106894299e+00 -4.000506659680438837e+00 1.307677303747986297e+00
2.769968885012009885e+00 -4.062968748938994068e+00 1.308565386684099385e+00
2.702072346336070297e+00 -4.121287711484606042e+00 1.309437703625533134e+00
2.629077503487381229e+00 -4.183985804629433147e+00 1.310375522243328650e+00
2.589794754122956455e+00 -4.217727277074837744e+00 1.310880216715903268e+00
2.422580543425284283e+00 -4.315889631968905960e+00 1.310515739497837062e+00
2.257837522603404423e+00 -4.403713545514101213e+00 1.309665426379514885e+00
2.052832345195923835e+00 -4.522254175343467963e+00 1.313317477753481288e+00
1.830436321678202694e+00 -4.660846786589914359e+00 1.322638085789221929e+00
1.761659220901582001e+00 -4.697601086379454394e+00 1.323568745369617217e+00
1.693974396777779168e+00 -4.733771676429888942e+00 1.324484624772890751e+00
